0, 9060
1, 4424
0, 648
1, 484
0, 644
1, 1616
0, 648
1, 484
0, 644
1, 484
0, 648
1, 480
0, 648
1, 484
0, 648
1, 484
0, 644
1, 1616
0, 648
1, 1612
0, 640
1, 492
0, 644
1, 1608
0, 648
1, 1616
0, 672
1, 456
0, 648
1, 1608
0, 648
1, 1608
0, 648
1, 488
0, 648
1, 480
0, 648
1, 1608
0, 648
1, 1616
0, 648
1, 480
0, 648
1, 484
0, 648
1, 1608
0, 648
1, 480
0, 648
1, 1608
0, 648
1, 1612
0, 648
1, 484
0, 644
1, 488
0, 644
1, 1616
0, 648
1, 1608
0, 644
1, 488
0, 644
1, 1612
0, 648
1, 484
0, 648
1, 41296
0, 9088
1, 2148
0, 652
